TaggedPitchType,PitchCall,PlayResult,RelSpeed,SpinRate,SpinAxis,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide
ChangeUp,FoulBall,Undefined,78.21294872,1445.09601735,109.681205554,4.72140277687,-13.3175415272,1.61796426244,0.480981926462
Curveball,BallCalled,Undefined,73.8577842319,2324.67469831,317.96485807,-10.6383727406,9.54715684407,1.81171384746,0.0254585312886
Fastball,FoulBall,Undefined,88.5476522568,2087.69492379,172.308066337,24.850184312,-3.36076584159,1.77765538963,0.00679039306664
Fastball,BallCalled,Undefined,90.5825145195,2150.94277139,173.238231268,22.6615721423,-2.69068762885,2.96863706418,1.66558789676
Fastball,StrikeSwinging,Undefined,90.776690975,2085.5296917,175.9135731,23.8550273162,-1.70652273974,2.36421339136,1.02522007016
Fastball,BallCalled,Undefined,91.6275775756,2173.01366928,177.448066887,23.2451324333,-1.0373929742,3.69056990978,0.928243981039
ChangeUp,StrikeSwinging,Undefined,79.5544228166,1670.0810012,117.862803427,8.99643743248,-17.09469156,1.076748572,-0.433851389355
Curveball,StrikeCalled,Undefined,74.5703364652,2278.99870844,332.37146181,-13.639138967,7.11364300384,2.54300652745,0.723268552493
Curveball,BallCalled,Undefined,76.9959002193,2290.61102922,322.927410421,-13.9043032369,10.4707686425,0.134874080901,1.89555977146
ChangeUp,StrikeSwinging,Undefined,79.4974070135,1694.73135602,124.560508871,7.64272833349,-11.1541030227,2.06007205655,0.677213219277
Fastball,BallCalled,Undefined,87.5563883177,2145.06528854,161.004473284,22.3842701147,-7.71718331172,0.504318159078,-0.778938534896
Fastball,StrikeCalled,Undefined,87.896637604,2157.976315,168.592909703,23.9525940399,-4.83960649723,2.82207583084,0.0575470055065
Curveball,StrikeCalled,Undefined,74.7824200129,2283.62415613,354.104275682,-13.993415557,1.44003255534,1.60185073739,0.224340321009
Curveball,StrikeCalled,Undefined,76.407445786,2254.2533994,317.707360305,-8.76306392877,7.93023001752,3.01664709713,0.879570495051
Fastball,StrikeCalled,Undefined,88.9340928533,2306.33142999,158.341636663,21.9390048088,-8.72519627727,1.62329816328,-0.548275337713
Fastball,BallCalled,Undefined,88.3265559347,2242.10046779,172.880007892,25.2587798344,-3.15928308037,1.37113481461,0.118872473334
ChangeUp,BallCalled,Undefined,78.5745244014,1644.29582647,122.589158133,10.2561487321,-16.1093414335,-0.21335798094,0.501284316403
Fastball,StrikeCalled,Undefined,88.8308069893,2268.73810499,171.951245675,22.8247764661,-3.23224519106,1.40921722287,-0.57340519429
Fastball,BallCalled,Undefined,90.5930918644,2235.01718196,163.733083911,24.8597237925,-7.2631618648,1.15716403155,-1.15008528893
Fastball,BallCalled,Undefined,90.0464810939,2220.57882886,173.18710726,23.6109132963,-2.82461907966,0.85993672898,0.565228121073
Fastball,StrikeCalled,Undefined,88.8626480875,2235.19223247,164.938689655,25.0039728589,-6.73735067724,2.16223127424,1.07134475709
ChangeUp,BallCalled,Undefined,77.2079678369,1593.37996367,143.782815951,13.3983482372,-9.84415269916,3.57462049418,1.11710038713
ChangeUp,StrikeSwinging,Undefined,76.8124306643,1636.95314848,130.944242422,10.1117571862,-11.7056720394,0.783874352243,1.16052576313
Fastball,BallCalled,Undefined,91.6393749035,2341.98063894,172.59406731,24.7312488739,-3.21866802879,2.59639433895,1.70360658137
ChangeUp,StrikeCalled,Undefined,73.1909319531,1589.44865326,137.454514924,10.9459703698,-10.0901187578,2.26416800401,-0.174889778173
Fastball,InPlay,Out,88.3034153567,2191.91107077,181.828762489,25.814049212,0.825287681859,3.32921155534,0.108204203719
Fastball,StrikeCalled,Undefined,88.874440258,2267.03473242,178.083472945,25.0961177224,-0.840877020672,1.74611106576,1.30315244759
Fastball,StrikeSwinging,Undefined,89.7460802407,2285.31870059,174.655983303,26.3171819761,-2.46479272271,2.7616747307,-0.434365680145
Fastball,BallCalled,Undefined,90.435874277600007,2315.19842146,166.761395567,22.5986437572,-5.32397506157,2.66352613187,1.42570998882
Fastball,BallCalled,Undefined,90.059094442,2316.93908415,178.010343408,25.4515848251,-0.885301598817,1.41452754788,0.734162203799
ChangeUp,BallCalled,Undefined,78.2196330844,1688.95438782,114.606896064,6.77276523427,-14.8799245723,0.247627115119,1.03047114739
Fastball,BallCalled,Undefined,90.5747563313,2323.76875393,167.279129957,24.7121582334,-5.58572332175,0.840389039979,0.39250231076
Curveball,BallCalled,Undefined,74.8265483333,2440.1465521,316.403644223,-11.2174247353,10.6361815437,0.892990551133,2.02159816123
Fastball,StrikeCalled,Undefined,88.459798985,2221.21766157,167.409181041,25.0787210989,-5.60897313888,1.4084278288,0.908698264472
Fastball,StrikeCalled,Undefined,89.7191897283,2233.51269675,162.376662759,22.6227097326,-7.19679726701,1.52574046483,1.25302724639
Fastball,InPlay,Out,89.3630697348,2300.755242,164.486162864,24.5129230552,-6.81345811656,2.09072522806,-0.755482676548
Fastball,InPlay,Single,87.6073420857,2140.4304035,174.135939821,24.3690438803,-2.50632204253,1.90433741104,-0.887547440532
Fastball,BallCalled,Undefined,87.6348409798,2197.44556175,173.663697771,23.7978683042,-2.64634759041,2.97776220622,1.55316802367
ChangeUp,BallCalled,Undefined,75.6878432553,1572.84004644,150.230160784,11.2242468817,-6.44621734153,1.55527618718,1.11953549366
Fastball,StrikeCalled,Undefined,86.659369897,2122.66515103,178.313536221,25.2165545568,-0.74346777078,1.73683273906,1.42796773042
Fastball,BallCalled,Undefined,88.1920576229,2164.82991857,170.529543699,25.1431059535,-4.19978720964,0.783611381531,1.97100478834
Fastball,StrikeCalled,Undefined,87.2593124816,2197.01665292,169.267471432,23.0524103327,-4.37576768866,2.66044765416,1.04427577131
Fastball,BallCalled,Undefined,87.6532853856,2170.19565602,169.213477025,23.3017578032,-4.44575955998,1.01755512152,0.33687187739
Fastball,BallCalled,Undefined,90.7672577658,2317.91993646,162.869222236,21.0445200572,-6.49608763724,-0.021707765106,0.0541887880719
Fastball,BallCalled,Undefined,91.1381775697,2275.88202774,165.750507688,22.6431855111,-5.75817176948,1.14383618415,1.56738506854
Fastball,StrikeSwinging,Undefined,91.6667166991,2327.11844609,162.201790414,22.7088783927,-7.29996083332,2.15035833449,0.6212311816
Fastball,StrikeSwinging,Undefined,91.9031599345,2325.94568965,161.513363485,22.3948253299,-7.49744222611,1.74369212993,0.145371681262
Fastball,BallCalled,Undefined,93.7976487529,2386.34107585,165.595999797,22.9467924855,-5.90089007416,1.88621242176,1.23899198544
Fastball,StrikeSwinging,Undefined,91.8064537378,2302.30567753,163.36352662,22.4331107184,-6.71219444745,2.46063123512,0.558753653504
Fastball,StrikeCalled,Undefined,92.535243282,2349.56172526,168.195118292,23.1211556549,-4.83854119494,1.51654643018,-0.619199943672
Fastball,InPlay,Out,92.5897692747,2297.53055,167.285484697,22.7789629553,-5.14625451927,1.82759572558,0.00359326885923
Fastball,BallCalled,Undefined,90.8006351427,2268.81642016,169.215049358,24.8832186589,-4.74591003515,0.637766217324,0.699596216111
Fastball,BallCalled,Undefined,91.1737569805,2241.09733604,166.092979597,22.8746343609,-5.67141974598,2.93729789148,1.11430817046
Fastball,InPlay,Single,90.9974194998,2276.67637898,158.403316637,21.4671696415,-8.51009459625,2.31355829207,0.326667602295
Fastball,BallCalled,Undefined,91.6523314609,2349.11250989,171.809115038,19.5266480334,-2.81505593816,3.36594698869,-0.92852910472
ChangeUp,StrikeSwinging,Undefined,76.6051269404,1613.15033891,143.362467035,13.9995641131,-10.4434503312,2.02097912142,-0.19059422758
Fastball,FoulBall,Undefined,90.9483642908,2388.48596661,168.211273975,22.6556361055,-4.73473885132,2.58700665977,-0.271068419745
Fastball,FoulBall,Undefined,93.0904701283,2339.19981831,170.460352317,21.1760375669,-3.56369281708,2.83736792623,1.19484498377
Fastball,FoulBall,Undefined,92.5270991457,2346.82154113,157.511747451,21.2042518107,-8.79029544045,2.01805940221,-0.524062359248
